name,site,subtypes,category,phone,full_address,postal_code,latitude,longitude,rating,reviews,reviews_tags,photos_count,photo,working_hours,business_status,about,description,menu_link,location_link,place_id
Premium Pet Svetogorska,https://www.premiumpet.rs/default.aspx,Pet store,Pet store,+381 62 220161,"Svetogorska 35, Beograd 11000",11000,44.8134197,20.4693252,4.6,31.0,,3.0,https://lh3.googleusercontent.com/p/AF1QipMpDFhKAeugzGuzMEBCsjlY6qqf_EggA17807Rp=w800-h500-k-no,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-9PM"", ""Sunday"": ""9AM-5PM""}",OPERATIONAL,"{""Planning"": {""Quick visit"": true}}",,,"https://www.google.com/maps/place/Premium+Pet+Svetogorska/@44.8134197,20.4693252,14z/data=!4m8!1m2!2m1!1sPremium+Pet+Svetogorska!3m4!1s0x475a7b34065fd1a7:0x1f21cd1e36381741!8m2!3d44.8134197!4d20.4693252",ChIJp9FfBjR7WkcRQRc4Nh7NIR8
Premium Pet Rajićeva,http://www.premiumpet.rs/,Pet store,Pet store,+381 63 407008,"Kneza Mihaila 54, Beograd 11000",11000,44.8200905,20.454287,4.4,30.0,,74.0,https://lh3.googleusercontent.com/p/AF1QipO3V7W0v3KLMd9k6QR1Vbp2x8WXO3yy12v8HvDI=w800-h500-k-no,"{""Monday"": ""10AM-10PM"", ""Tuesday"": ""10AM-10PM"", ""Wednesday"": ""10AM-10PM"", ""Thursday"": ""10AM-10PM"", ""Friday"": ""10AM-10PM"", ""Saturday"": ""10AM-10PM"", ""Sunday"": ""10AM-10PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""In-store pick-up"": true, ""In-store shopping"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true}}",,,"https://www.google.com/maps/place/Premium+Pet+Raji%C4%87eva/@44.8200905,20.454287,14z/data=!4m8!1m2!2m1!1sPremium+Pet+Raji%C4%87eva!3m4!1s0x475a7bb4ae21659d:0xb240e681973f062a!8m2!3d44.8200905!4d20.454287",ChIJnWUhrrR7WkcRKgY_l4HmQLI
URBAN PETS - Belville - pet shop & veterinary pharmacy,https://urbanpets.rs/,"Pet store, Pet supply store, Veterinary pharmacy",Prodavnica kućnih ljubimaca,+381 60 7261487,"Đorđa Stanojevića 11, Novi Beograd 11070",11070,44.8070646,20.4059267,4.6,340.0,,327.0,https://lh3.googleusercontent.com/p/AF1QipPUtZW_MHMpy4btBNL2jhs2d2qDGFH4z0hewnQ8=w800-h500-k-no,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""10AM-6PM"", ""Sunday"": ""10AM-6PM""}",OPERATIONAL,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Delivery"": true, ""In-store pick-up"": true, ""In-store shopping"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Wi-Fi"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",,,"https://www.google.com/maps/place/URBAN+PETS+-+Belville+-+pet+shop+%26+veterinary+pharmacy/@44.8070646,20.4059267,14z/data=!4m8!1m2!2m1!1sURBAN+PETS+-+Belville+-+pet+shop+%26+veterinary+pharmacy!3m4!1s0x475a6f8f87787fdd:0xb0cc54c493fdd3dc!8m2!3d44.8070646!4d20.4059267",ChIJ3X94h49vWkcR3NP9k8RUzLA
Premium Pet Slavija,http://www.premiumpet.rs/,Pet store,Pet store,+381 69 8265011,"Makenzijeva 15, Beograd 11000",11000,44.8021791,20.467827099999997,4.8,28.0,,15.0,https://lh3.googleusercontent.com/p/AF1QipMxMi4gsNYrfl0UhtL61ileLN3Y-yGb5Fx2Hue0=w800-h500-k-no,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-9PM"", ""Sunday"": ""9AM-5PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Same-day delivery"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true}}",,,"https://www.google.com/maps/place/Premium+Pet+Slavija/@44.8021791,20.467827099999997,14z/data=!4m8!1m2!2m1!1sPremium+Pet+Slavija!3m4!1s0x475a7120429d0d63:0xfba2fc61da3b5092!8m2!3d44.8021791!4d20.467827099999997",ChIJYw2dQiBxWkcRklA72mH8ovs
"Pet Republic, Beo Shopping Center",http://www.petrepublic.rs/,Pet supply store,Pet supply store,+381 11 4011440,"Vojislava Ilića 141, Beograd 11000",11000,44.7864181,20.501029,4.5,92.0,,71.0,https://lh3.googleusercontent.com/p/AF1QipP6n0bWxGDsm1WVO9NfnTOOgjgqqiheWvEAOwc7=w800-h500-k-no,"{""Monday"": ""10AM-10PM"", ""Tuesday"": ""10AM-10PM"", ""Wednesday"": ""10AM-10PM"", ""Thursday"": ""10AM-10PM"", ""Friday"": ""10AM-10PM"", ""Saturday"": ""10AM-10PM"", ""Sunday"": ""10AM-10PM""}",OPERATIONAL,"{""Service options"": {""In-store shopping"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,"https://www.google.com/maps/place/Pet+Republic%2C+Beo+Shopping+Center/@44.7864181,20.501029,14z/data=!4m8!1m2!2m1!1sPet+Republic%2C+Beo+Shopping+Center!3m4!1s0x475a718bce3a0aa1:0xc746e06460adb812!8m2!3d44.7864181!4d20.501029",ChIJoQo6zotxWkcREritYGTgRsc
Premium Pet Zorana Đinđića,https://www.premiumpet.rs/,Pet store,Pet store,+381 69 8265212,"Bulevar Zorana Đinđića 125lj, Novi Beograd 11070",11070,44.8198474,20.411901,4.9,29.0,,7.0,https://lh3.googleusercontent.com/p/AF1QipMKXd-VeIOjjBU9cAh0BF7TPjOIR1FFOISId6ut=w800-h500-k-no,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-9PM"", ""Sunday"": ""9AM-9PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true}}",,,"https://www.google.com/maps/place/Premium+Pet+Zorana+%C4%90in%C4%91i%C4%87a/@44.8198474,20.411901,14z/data=!4m8!1m2!2m1!1sPremium+Pet+Zorana+%C4%90in%C4%91i%C4%87a!3m4!1s0x475a65d39d7f2f61:0x352b65583734321!8m2!3d44.8198474!4d20.411901",ChIJYS9_ndNlWkcRIUNzg1W2UgM
Pet shop Bobi 2,https://www.011info.com/kucni-ljubimci-pet-shop/bobi-pet-shop,Pet store,Продавница кућних љубимаца,+381 61 2434493,Belgrade 160703,160703,44.7646586,20.4994992,4.7,97.0,,240.0,https://lh3.googleusercontent.com/p/AF1QipMwVzxRhpN8zL-7oMM0_po4K372SG-XA3yWem1E=w800-h500-k-no,"{""Monday"": ""9AM-8PM"", ""Tuesday"": ""9AM-8PM"", ""Wednesday"": ""9AM-8PM"", ""Thursday"": ""9AM-8PM"", ""Friday"": ""9AM-8PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""9AM-3PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""In-store pick-up"": true, ""In-store shopping"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,"https://www.google.com/maps/place/Pet+shop+Bobi+2/@44.7646586,20.4994992,14z/data=!4m8!1m2!2m1!1sPet+shop+Bobi+2!3m4!1s0x475a71752e4fe51d:0xb623201173cb3d43!8m2!3d44.7646586!4d20.4994992",ChIJHeVPLnVxWkcRQz3LcxEgI7Y
Premium Pet Ustanička,https://www.premiumpet.rs/,Pet store,Pet store,+381 69 2013840,"Ustanička 170 B, Beograd 11000",11000,44.7829416,20.501053199999998,4.9,38.0,,11.0,https://lh3.googleusercontent.com/p/AF1QipNVFQ8YqhYiakNiMjp2Be5XIP5qU6AwchseXDlH=w800-h500-k-no,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-9PM"", ""Sunday"": ""9AM-5PM""}",OPERATIONAL,"{""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true}}",,,"https://www.google.com/maps/place/Premium+Pet+Ustani%C4%8Dka/@44.7829416,20.501053199999998,14z/data=!4m8!1m2!2m1!1sPremium+Pet+Ustani%C4%8Dka!3m4!1s0x475a71d2220a7513:0x62a51409f17ebb96!8m2!3d44.7829416!4d20.501053199999998",ChIJE3UKItJxWkcRlrt-8QkUpWI
VANA‘S PET HOUSE,https://www.facebook.com/PETSHOPVANAS/,Pet supply store,Продавница за кућне љубимце,+381 11 3241811,"RS, 11060, Ilije Garašanina 29, Beograd",None,44.8097492,20.4736728,4.9,29.0,,4.0,https://lh3.googleusercontent.com/p/AF1QipPnhzQXsnFGQSQlU-U5DHKMOhlQy6mFP32uILD8=w800-h500-k-no,"{""Monday"": ""9AM-8PM"", ""Tuesday"": ""9AM-8PM"", ""Wednesday"": ""9AM-8PM"", ""Thursday"": ""9AM-8PM"", ""Friday"": ""9AM-8PM"", ""Saturday"": ""9AM-4PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""In-store shopping"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": false}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Cheques"": true, ""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",,,"https://www.google.com/maps/place/VANA%E2%80%98S+PET+HOUSE/@44.8097492,20.4736728,14z/data=!4m8!1m2!2m1!1sVANA%E2%80%98S+PET+HOUSE!3m4!1s0x475a7aa3a08d2d19:0x74e3e4b98c00887b!8m2!3d44.8097492!4d20.4736728",ChIJGS2NoKN6WkcRe4gAjLnk43Q
Lesi,,Pet store,Продавница кућних љубимаца,+381 11 2404166,"Ruzveltova 12, Beograd",None,44.8065344,20.479962099999998,4.5,23.0,,3.0,https://lh3.googleusercontent.com/p/AF1QipO-9KkqT0kDS3Md8Ybz0a5-4WEnbVhxXvc4TMwf=w800-h500-k-no,"{""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""8AM-4PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""In-store shopping"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": false, ""Wheelchair-accessible entrance"": false}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true}}",,,"https://www.google.com/maps/place/Lesi/@44.8065344,20.479962099999998,14z/data=!4m8!1m2!2m1!1sLesi!3m4!1s0x475a7be5ccf67e61:0x5229d529806dc2ef!8m2!3d44.8065344!4d20.479962099999998",ChIJYX72zOV7WkcR78JtgCnVKVI
Rott,http://rott.rs/,Pet supply store,Pet supply store,+381 11 2641451,"Katićeva 4, Beograd",None,44.801167299999996,20.4658272,4.8,117.0,,5.0,https://lh3.googleusercontent.com/p/AF1QipMtj01IuhjA3n33lIocHLXzFX-hM4JdL8bo9IBy=w800-h500-k-no,"{""Monday"": ""9AM-8PM"", ""Tuesday"": ""9AM-8PM"", ""Wednesday"": ""9AM-8PM"", ""Thursday"": ""9AM-8PM"", ""Friday"": ""9AM-8PM"", ""Saturday"": ""9AM-4PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Same-day delivery"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,"https://www.google.com/maps/place/Rott/@44.801167299999996,20.4658272,14z/data=!4m8!1m2!2m1!1sRott!3m4!1s0x475a700be0038fe7:0x6e9e41d60a9ac623!8m2!3d44.801167299999996!4d20.4658272",ChIJ548D4AtwWkcRI8aaCtZBnm4
PetKlub,http://www.petklub.rs/,Pet store,Pet store,,"Kneza Danila 7, Beograd 11000",11000,44.811251399999996,20.4764586,4.6,27.0,,3.0,https://lh3.googleusercontent.com/p/AF1QipMl8lM9bdm82bjeohw1euWBMBYP2ifveMR-qfcb=w800-h500-k-no,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-9PM"", ""Sunday"": ""9AM-9PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,"https://www.google.com/maps/place/PetKlub/@44.811251399999996,20.4764586,14z/data=!4m8!1m2!2m1!1sPetKlub!3m4!1s0x475a7ba5280f13f3:0xa25c659082b9216b!8m2!3d44.811251399999996!4d20.4764586",ChIJ8xMPKKV7WkcRayG5gpBlXKI
Premium Pet Južni Bulevar,https://www.premiumpet.rs/default.aspx,Pet store,Pet store,+381 69 8265003,"Južni bulevar 102, Beograd 11000",11000,44.7934802,20.480751899999998,4.1,33.0,,2.0,https://lh3.googleusercontent.com/p/AF1QipO6wqOuSoDPi1OyvzKV5-ysXotxP3PXqTj0SWXp=w800-h500-k-no,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-9PM"", ""Sunday"": ""9AM-9PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""In-store shopping"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true}}",,,"https://www.google.com/maps/place/Premium+Pet+Ju%C5%BEni+Bulevar/@44.7934802,20.480751899999998,14z/data=!4m8!1m2!2m1!1sPremium+Pet+Ju%C5%BEni+Bulevar!3m4!1s0x475a71d5911ae95b:0x1e3131dc57ccaf6d!8m2!3d44.7934802!4d20.480751899999998",ChIJW-kakdVxWkcRba_MV9wxMR4
Premium Pet Dragoslava Srejovića,https://www.premiumpet.rs/,Pet store,Pet store,+381 69 8014503,"Dragoslava Srejovića 2i, Beograd 11000",11000,44.8167457,20.4865978,4.9,19.0,,7.0,https://lh3.googleusercontent.com/p/AF1QipMNhERRWujfOJbjfo_rOrDJsJsBzPXM_Cvs0bs2=w800-h500-k-no,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-9PM"", ""Sunday"": ""9AM-5PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""In-store pick-up"": true, ""In-store shopping"": true, ""Same-day delivery"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,"https://www.google.com/maps/place/Premium+Pet+Dragoslava+Srejovi%C4%87a/@44.8167457,20.4865978,14z/data=!4m8!1m2!2m1!1sPremium+Pet+Dragoslava+Srejovi%C4%87a!3m4!1s0x475a7bcce6752907:0x7fca79f8c8c10ffa!8m2!3d44.8167457!4d20.4865978",ChIJByl15sx7WkcR-g_ByPh5yn8
Rott Pet Shop,http://www.rott.rs/,"Pet supply store, Pet store",Pet supply store,+381 11 3162426,"Masarikov trg 8a, Beograd 200116",200116,44.844820299999995,20.415847,4.8,435.0,,50.0,https://lh3.googleusercontent.com/p/AF1QipOW60beN5ck-2PPQy2LzSRqOkBBoGuGuNXxh4rW=w800-h500-k-no,"{""Monday"": ""9AM-8PM"", ""Tuesday"": ""9AM-8PM"", ""Wednesday"": ""9AM-8PM"", ""Thursday"": ""9AM-8PM"", ""Friday"": ""9AM-8PM"", ""Saturday"": ""9AM-8PM"", ""Sunday"": ""9AM-2PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""In-store pick-up"": true, ""In-store shopping"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Cheques"": true, ""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""On-site parking"": true, ""Paid parking lot"": true, ""Paid street parking"": true}}",,,"https://www.google.com/maps/place/Rott+Pet+Shop/@44.844820299999995,20.415847,14z/data=!4m8!1m2!2m1!1sRott+Pet+Shop!3m4!1s0x475a65a8449a1393:0x65b9f8832e662715!8m2!3d44.844820299999995!4d20.415847",ChIJkxOaRKhlWkcRFSdmLoP4uWU
Premium Pet Vojislava Ilića,http://www.premiumpet.rs/,Pet store,Pet store,+381 69 8265010,"Vojislava Ilića 21, Beograd 11000",11000,44.794815799999995,20.491907599999998,5.0,27.0,,9.0,https://lh3.googleusercontent.com/p/AF1QipPAYzhwwWE6SGlrI7Pmf9MbynX9GTbuzaNh7aKO=w800-h500-k-no,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-9PM"", ""Sunday"": ""9AM-5PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true}}",,,"https://www.google.com/maps/place/Premium+Pet+Vojislava+Ili%C4%87a/@44.794815799999995,20.491907599999998,14z/data=!4m8!1m2!2m1!1sPremium+Pet+Vojislava+Ili%C4%87a!3m4!1s0x475a71fed63b7dd3:0xdd526d6744eb9a22!8m2!3d44.794815799999995!4d20.491907599999998",ChIJ03071v5xWkcRIprrRGdtUt0
Pet shop i veterinarska apoteka Happy Dog Club 2,https://www.happydog-club.com/,"Pet supply store, Veterinary pharmacy",Pet supply store,+381 63 485663,"Kalenićeva 6, Beograd 11000",11000,44.8006963,20.4767934,4.8,87.0,,150.0,https://lh3.googleusercontent.com/p/AF1QipNf5TUlBL941tlbiRTUBmQqFADQT3M-UKNczkEV=w800-h500-k-no,"{""Monday"": ""8:30AM-8:30PM"", ""Tuesday"": ""8:30AM-8:30PM"", ""Wednesday"": ""8:30AM-8:30PM"", ""Thursday"": ""8:30AM-8:30PM"", ""Friday"": ""8:30AM-8:30PM"", ""Saturday"": ""8:30AM-4:30PM"", ""Sunday"": ""8:30AM-2:30PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""In-store pick-up"": true, ""In-store shopping"": true, ""On-site services"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": false}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Cheques"": true, ""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,"https://www.google.com/maps/place/Pet+shop+i+veterinarska+apoteka+Happy+Dog+Club+2/@44.8006963,20.4767934,14z/data=!4m8!1m2!2m1!1sPet+shop+i+veterinarska+apoteka+Happy+Dog+Club+2!3m4!1s0x475a71299c3520b1:0x33eccc5febdb6226!8m2!3d44.8006963!4d20.4767934",ChIJsSA1nClxWkcRJmLb61_M7DM
Animal,,Pet supply store,Продавница за кућне љубимце,+381 60 7110006,"Zvečanska 58, Beograd 11000",11000,44.793033799999996,20.459139399999998,4.5,8.0,,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vtZFHzGgFdxoNDJtXdGERA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=53.937336&pitch=0&thumbfov=100,"{""Monday"": ""10AM-7PM"", ""Tuesday"": ""10AM-7PM"", ""Wednesday"": ""10AM-7PM"", ""Thursday"": ""10AM-7PM"", ""Friday"": ""10AM-7PM"", ""Saturday"": ""10AM-3PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Same-day delivery"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,"https://www.google.com/maps/place/Animal/@44.793033799999996,20.459139399999998,14z/data=!4m8!1m2!2m1!1sAnimal!3m4!1s0x475a7153dae5166b:0x322a4552ac7e26ba!8m2!3d44.793033799999996!4d20.459139399999998",ChIJaxbl2lNxWkcRuiZ-rFJFKjI
PetSpot Vračar,http://www.petspot.rs/,"Pet supply store, Veterinary pharmacy",Продавница за кућне љубимце,+381 60 4137570,"Cara Nikolaja II 7, Beograd 11000",11000,44.7978612,20.4753889,4.4,17.0,,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QDGfL_qp1VodbqcY0bpVMg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=6.9851756&pitch=0&thumbfov=100,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-9PM"", ""Sunday"": ""9AM-5PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Same-day delivery"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true}}",,,"https://www.google.com/maps/place/PetSpot+Vra%C4%8Dar/@44.7978612,20.4753889,14z/data=!4m8!1m2!2m1!1sPetSpot+Vra%C4%8Dar!3m4!1s0x475a710071183c1b:0x556f4c735404bef3!8m2!3d44.7978612!4d20.4753889",ChIJGzwYcQBxWkcR874EVHNMb1U
Rott,http://rott.rs/,Store,Store,+381 11 3244528,"Kondina 24, Beograd 11000",11000,44.8147643,20.465461299999998,4.7,99.0,,6.0,https://lh3.googleusercontent.com/p/AF1QipNonfhQOLHP38RT4i9Wqo2m698w1xf2aMiYEMCf=w800-h500-k-no,"{""Monday"": ""9AM-8:30PM"", ""Tuesday"": ""9AM-8:30PM"", ""Wednesday"": ""9AM-8:30PM"", ""Thursday"": ""9AM-8:30PM"", ""Friday"": ""9AM-8:30PM"", ""Saturday"": ""9AM-4PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Same-day delivery"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,"https://www.google.com/maps/place/Rott/@44.8147643,20.465461299999998,14z/data=!4m8!1m2!2m1!1sRott!3m4!1s0x475a7ab04a3f14b9:0x90a1aba457fd5e94!8m2!3d44.8147643!4d20.465461299999998",ChIJuRQ_SrB6WkcRlF79V6SroZA
Đeram - Veterinarska apoteka i pet shop Aquarius,http://petshop.co.rs/,Pet supply store,Pet supply store,+381 63 601060,"Pećska 1a, Beograd 11000",11000,44.801272399999995,20.48653,4.6,76.0,,8.0,https://lh3.googleusercontent.com/p/AF1QipO244v6_-N_3jgFK6NdN5U_Jnif8LabWfhMo0dr=w800-h500-k-no,"{""Monday"": ""9AM-9PM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""9AM-2PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""In-store pick-up"": true, ""In-store shopping"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": false}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,"https://www.google.com/maps/place/%C4%90eram+-+Veterinarska+apoteka+i+pet+shop+Aquarius/@44.801272399999995,20.48653,14z/data=!4m8!1m2!2m1!1s%C4%90eram+-+Veterinarska+apoteka+i+pet+shop+Aquarius!3m4!1s0x475a7a9d341b6823:0x4602ac0b21c2639c!8m2!3d44.801272399999995!4d20.48653",ChIJI2gbNJ16WkcRnGPCIQusAkY
Happy Dog Club,https://www.happydog-club.com/,"Pet store, Veterinary pharmacy, Pet supply store",Ветеринарска апотека,+381 63 525663,"Maksima Gorkog 15, Beograd 11000",11000,44.7996554,20.476447399999998,4.6,94.0,,175.0,https://lh3.googleusercontent.com/p/AF1QipOmX2CvjcvNZZcOhdrkCOLANPMNRc8DH7gVUi0q=w800-h500-k-no,"{""Monday"": ""8:30AM-8:30PM"", ""Tuesday"": ""8:30AM-8:30PM"", ""Wednesday"": ""8:30AM-8:30PM"", ""Thursday"": ""8:30AM-8:30PM"", ""Friday"": ""8:30AM-8:30PM"", ""Saturday"": ""8:30AM-4:30PM"", ""Sunday"": ""8:30AM-2:30PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""In-store pick-up"": true, ""In-store shopping"": true, ""On-site services"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": false, ""Wheelchair-accessible entrance"": false}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Cheques"": true, ""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,,"https://www.google.com/maps/place/Happy+Dog+Club/@44.7996554,20.476447399999998,14z/data=!4m8!1m2!2m1!1sHappy+Dog+Club!3m4!1s0x475a70753c28a56d:0x7c3079552a88e505!8m2!3d44.7996554!4d20.476447399999998",ChIJbaUoPHVwWkcRBeWIKlV5MHw
